47329	-	-	-	-
15908	-	-	-	-
26501	-	-	-	-
39192	-	-	-	-
6598	-	-	-	-
18119	-	-	-	-
50704	-	-	-	-
6745	26054634	Ribosome profiling reveals translation control as a key mechanism generating differential gene expression in Trypanosoma cruzi.	BMC Genomics	2015
46091	-	-	-	-
1563	-	-	-	-
17374	-	-	-	-
23500	-	-	-	-
3982	-	-	-	-
2115	-	-	-	-
43312	-	-	-	-
35716	26910529	Quantitative Proteomics Uncovers Novel Factors Involved in Developmental Differentiation of Trypanosoma brucei.	PLoS Pathog	2016
35716	26715446	Transcriptomes of newly-isolated Trypanosoma brucei rhodesiense reveal hundreds of mRNAs that are co-regulated with stumpy-form markers.	BMC Genomics	2015
22302	30228243	The Mitochondrial Ca2+ Uniporter Complex (MCUC) of Trypanosoma brucei Is a Hetero-oligomer That Contains Novel Subunits Essential for Ca2+ Uptake.	MBio	2018
41608	-	-	-	-
42429	-	-	-	-
23200	-	-	-	-
37286	-	-	-	-
49654	-	-	-	-
4119	-	-	-	-
42043	-	-	-	-
20676	-	-	-	-
27940	-	-	-	-
45690	-	-	-	-
28407	-	-	-	-
18420	-	-	-	-
7890	-	-	-	-
3036	-	-	-	-
482	-	-	-	-
13808	-	-	-	-
31342	26167482	Molecular Chaperones of Leishmania: Central Players in Many Stress-Related and -Unrelated Physiological Processes.	Biomed Res Int	2015
40649	-	-	-	-
44416	-	-	-	-
11302	-	-	-	-
42393	-	-	-	-
44010	-	-	-	-
29598	-	-	-	-
33118	-	-	-	-
46589	-	-	-	-
506	-	-	-	-
1247	-	-	-	-
23861	-	-	-	-
9205	-	-	-	-
19863	-	-	-	-
8709	-	-	-	-
1323	-	-	-	-
37055	29925672	Divergent Small Tim Homologues Are Associated with TbTim17 and Critical for the Biogenesis of TbTim17 Protein Complexes in Trypanosoma brucei.	mSphere	2018
41860	-	-	-	-
23803	-	-	-	-
49999	-	-	-	-
7461	-	-	-	-
49003	-	-	-	-
4534	-	-	-	-
22022	26954683	Cyclin-Dependent Kinase CRK9, Required for Spliced Leader trans Splicing of Pre-mRNA in Trypanosomes, Functions in a Complex with a New L-Type Cyclin and a Kinetoplastid-Specific Protein.	PLoS Pathog	2016
4648	-	-	-	-
5293	-	-	-	-
38550	-	-	-	-
39986	-	-	-	-
44597	-	-	-	-
43342	-	-	-	-
46115	-	-	-	-
9974	-	-	-	-
29330	-	-	-	-
42953	-	-	-	-
21116	-	-	-	-
23125	22923617	NAD(P)H cytochrome b5 oxidoreductase deficiency in Leishmania major results in impaired linoleate synthesis followed by increased oxidative stress and cell death.	J Biol Chem	2012
23125	27840574	A Comparative In Silico Study of the Antioxidant Defense Gene Repertoire of Distinct Lifestyle Trypanosomatid Species.	Evol Bioinform Online	2016
17415	-	-	-	-
42157	-	-	-	-
14182	29077018	The Role of Cytoplasmic mRNA Cap-Binding Protein Complexes in Trypanosoma brucei and Other Trypanosomatids.	Pathogens	2017
14182	30040867	Comparative proteomics of the two T. brucei PABPs suggests that PABP2 controls bulk mRNA.	PLoS Negl Trop Dis	2018
14182	28742275	The proteome and transcriptome of the infectious metacyclic form of Trypanosoma brucei define quiescent cells primed for mammalian invasion.	Mol Microbiol	2017
22896	-	-	-	-
6126	-	-	-	-
17033	26910529	Quantitative Proteomics Uncovers Novel Factors Involved in Developmental Differentiation of Trypanosoma brucei.	PLoS Pathog	2016
18059	-	-	-	-
16087	-	-	-	-
16365	25180513	Identification of paralogous life-cycle stage specific cytoskeletal proteins in the parasite Trypanosoma brucei.	PLoS One	2014
33055	-	-	-	-
50981	-	-	-	-
35143	28095465	Leishmania HASP and SHERP Genes Are Required for In Vivo Differentiation, Parasite Transmission and Virulence Attenuation in the Host.	PLoS Pathog	2017
42633	-	-	-	-
50063	-	-	-	-
45817	-	-	-	-
18074	-	-	-	-
15215	25816352	An essential signal peptide peptidase identified in an RNAi screen of serine peptidases of Trypanosoma brucei.	PLoS One	2015
15215	26834831	Whole genome sequencing shows sleeping sickness relapse is due to parasite regrowth and not reinfection.	Evol Appl	2016
12688	-	-	-	-
21306	-	-	-	-
10035	-	-	-	-
4488	-	-	-	-
18939	-	-	-	-
22135	-	-	-	-
24831	-	-	-	-
26707	-	-	-	-
17180	-	-	-	-
28466	-	-	-	-
15496	-	-	-	-
40492	-	-	-	-
35812	16339728	RNA-binding domain proteins in Kinetoplastids: a comparative analysis.	Eukaryot Cell	2005
4235	-	-	-	-
44584	26779405	An AU-rich instability element in the 3'UTR mediates an increase in mRNA stability in response to expression of a dhh1 ATPase mutant.	Translation (Austin)	2014
44584	23899193	The threonine degradation pathway of the Trypanosoma brucei procyclic form: the main carbon source for lipid biosynthesis is under metabolic control.	Mol Microbiol	2013
44584	27760165	The Role of the Trypanosoma cruzi TcNRBD1 Protein in Translation.	PLoS One	2016
44584	20124414	The RNA helicase DHH1 is central to the correct expression of many developmentally regulated mRNAs in trypanosomes.	J Cell Sci	2010
44584	29813135	De novo biosynthesis of sterols and fatty acids in the Trypanosoma brucei procyclic form: Carbon source preferences and metabolic flux redistributions.	PLoS Pathog	2018
44584	20224787	A search for Trypanosoma brucei rhodesiense diagnostic antigens by proteomic screening and targeted cloning.	PLoS One	2010
44584	19105172	A comprehensive analysis of Trypanosoma brucei mitochondrial proteome.	Proteomics	2009
44584	24367711	Revisiting the central metabolism of the bloodstream forms of Trypanosoma brucei: production of acetate in the mitochondrion is essential for parasite viability.	PLoS Negl Trop Dis	2013
19668	-	-	-	-
14678	-	-	-	-
33089	-	-	-	-
37069	-	-	-	-
44093	-	-	-	-
4650	-	-	-	-
31680	-	-	-	-
26132	-	-	-	-
40256	25468729	Calcium signaling in trypanosomatid parasites.	Cell Calcium	2015
40256	23750752	Evidence that transport of iron from the lysosome to the cytosol in African trypanosomes is mediated by a mucolipin orthologue.	Mol Microbiol	2013
1991	-	-	-	-
36781	-	-	-	-
21004	-	-	-	-
6056	28052114	CRL4WDR1 Controls Polo-like Kinase Protein Abundance to Promote Bilobe Duplication, Basal Body Segregation and Flagellum Attachment in Trypanosoma brucei.	PLoS Pathog	2017
6056	28609481	The ubiquitin-conjugating enzyme CDC34 is essential for cytokinesis in contrast to putative subunits of a SCF complex in Trypanosoma brucei.	PLoS Negl Trop Dis	2017
6056	30037058	Adaptation and Therapeutic Exploitation of the Plasma Membrane of African Trypanosomes.	Genes (Basel)	2018
14408	-	-	-	-
20764	29514930	Inositol polyphosphate multikinase regulation of Trypanosoma brucei life stage development.	Mol Biol Cell	2018
20764	24639465	The endocytic activity of the flagellar pocket in Trypanosoma brucei is regulated by an adjacent phosphatidylinositol phosphate kinase.	J Cell Sci	2014
45731	-	-	-	-
17457	-	-	-	-
40361	-	-	-	-
37141	-	-	-	-
5130	-	-	-	-
27166	-	-	-	-
45205	-	-	-	-
3341	-	-	-	-
22197	-	-	-	-
28248	-	-	-	-
24830	28246189	AEE788 Inhibits Basal Body Assembly and Blocks DNA Replication in the African Trypanosome.	Mol Pharmacol	2017
43345	-	-	-	-
34844	16963636	Chromosome-wide analysis of gene function by RNA interference in the african trypanosome.	Eukaryot Cell	2006
13758	-	-	-	-
29911	-	-	-	-
3848	-	-	-	-
47821	-	-	-	-
18755	-	-	-	-
20280	-	-	-	-
49883	-	-	-	-
580	-	-	-	-
758	-	-	-	-
35792	-	-	-	-
47403	-	-	-	-
16850	30138453	Cysteine proteases in protozoan parasites.	PLoS Negl Trop Dis	2018
33139	29970164	Expression profiling of Trypanosoma congolense genes during development in the tsetse fly vector Glossina morsitans morsitans.	Parasit Vectors	2018
33139	22724039	Transcript expression analysis of putative Trypanosoma brucei GPI-anchored surface proteins during development in the tsetse and mammalian hosts.	PLoS Negl Trop Dis	2012
33139	24763140	Insights into the trypanosome-host interactions revealed through transcriptomic analysis of parasitized tsetse fly salivary glands.	PLoS Negl Trop Dis	2014
33139	28002435	Transcriptome Profiling of Trypanosoma brucei Development in the Tsetse Fly Vector Glossina morsitans.	PLoS One	2016
33139	23556014	A cell-surface phylome for African trypanosomes.	PLoS Negl Trop Dis	2013
151	-	-	-	-
409	-	-	-	-
37929	-	-	-	-
23750	-	-	-	-
25601	-	-	-	-
48345	-	-	-	-
36069	-	-	-	-
12791	-	-	-	-
42699	-	-	-	-
8830	-	-	-	-
50044	-	-	-	-
20649	-	-	-	-
33336	-	-	-	-
47673	-	-	-	-
15198	-	-	-	-
39010	24992200	Genetic analysis of Leishmania donovani tropism using a naturally attenuated cutaneous strain.	PLoS Pathog	2014
26931	-	-	-	-
28649	19105172	A comprehensive analysis of Trypanosoma brucei mitochondrial proteome.	Proteomics	2009
37819	-	-	-	-
37423	-	-	-	-
9416	-	-	-	-
27153	-	-	-	-
38804	-	-	-	-
31918	-	-	-	-
18654	-	-	-	-
50573	-	-	-	-
12330	29042480	Prediction of Protein Complexes in Trypanosoma brucei by Protein Correlation Profiling Mass Spectrometry and Machine Learning.	Mol Cell Proteomics	2017
8762	-	-	-	-
5541	-	-	-	-
34056	-	-	-	-
49714	27685262	Specific Endocytosis Blockade of Trypanosoma cruzi Exposed to a Poly-LAcNAc Binding Lectin Suggests that Lectin-Sugar Interactions Participate to Receptor-Mediated Endocytosis.	PLoS One	2016
47652	-	-	-	-
22020	-	-	-	-
6461	-	-	-	-
46857	-	-	-	-
21791	-	-	-	-
2114	-	-	-	-
15512	-	-	-	-
11455	-	-	-	-
19550	-	-	-	-
44924	-	-	-	-
8956	-	-	-	-
28147	-	-	-	-
43904	25180711	The mRNAs associated to a zinc finger protein from Trypanosoma cruzi shift during stress conditions.	RNA Biol	2014
6391	-	-	-	-
17973	-	-	-	-
37975	-	-	-	-
34027	30619487	UTRme: A Scoring-Based Tool to Annotate Untranslated Regions in Trypanosomatid Genomes.	Front Genet	2018
34027	29727453	The protein family TcTASV-C is a novel Trypanosoma cruzi virulence factor secreted in extracellular vesicles by trypomastigotes and highly expressed in bloodstream forms.	PLoS Negl Trop Dis	2018
37398	-	-	-	-
47191	26199333	CRISPR/Cas9-Induced Disruption of Paraflagellar Rod Protein 1 and 2 Genes in Trypanosoma cruzi Reveals Their Role in Flagellar Attachment.	MBio	2015
47191	21193548	Global analysis of protein palmitoylation in African trypanosomes.	Eukaryot Cell	2011
356	-	-	-	-
31294	-	-	-	-
43246	19105172	A comprehensive analysis of Trypanosoma brucei mitochondrial proteome.	Proteomics	2009
43057	19105172	A comprehensive analysis of Trypanosoma brucei mitochondrial proteome.	Proteomics	2009
20654	-	-	-	-
23922	26577437	Phosphatidylethanolamine and phosphatidylcholine biosynthesis by the Kennedy pathway occurs at different sites in Trypanosoma brucei.	Sci Rep	2015
23922	22451910	An essential bacterial-type cardiolipin synthase mediates cardiolipin formation in a eukaryote.	Proc Natl Acad Sci U S A	2012
7929	-	-	-	-
7065	-	-	-	-
22301	-	-	-	-
18249	-	-	-	-
4585	-	-	-	-
30569	-	-	-	-
43349	25679388	Intrachromosomal amplification, locus deletion and point mutation in the aquaglyceroporin AQP1 gene in antimony resistant Leishmania (Viannia) guyanensis.	PLoS Negl Trop Dis	2015
14639	-	-	-	-
14040	28485388	Charting organellar importomes by quantitative mass spectrometry.	Nat Commun	2017
1556	-	-	-	-
39056	-	-	-	-
37526	-	-	-	-
29033	-	-	-	-
31927	-	-	-	-
50004	24600040	DNA repair pathways in trypanosomatids: from DNA repair to drug resistance.	Microbiol Mol Biol Rev	2014
17673	23876801	Heme uptake mediated by LHR1 is essential for Leishmania amazonensis virulence.	Infect Immun	2013
17673	19834910	Protein composition of Trypanosoma brucei mitochondrial membranes.	Proteomics	2009
17673	24358884	Proteins and lipids of glycosomal membranes from Leishmania tarentolae and Trypanosoma brucei.	F1000Res	2013
17673	18776036	Structural and functional association of Trypanosoma brucei MIX protein with cytochrome c oxidase complex.	Eukaryot Cell	2008
17673	19105172	A comprehensive analysis of Trypanosoma brucei mitochondrial proteome.	Proteomics	2009
17673	20497506	Characterization of a Leishmania stage-specific mitochondrial membrane protein that enhances the activity of cytochrome c oxidase and its role in virulence.	Mol Microbiol	2010
17673	23382545	Iron uptake controls the generation of Leishmania infective forms through regulation of ROS levels.	J Exp Med	2013
48713	26727667	The polyadenylation complex of Trypanosoma brucei: Characterization of the functional poly(A) polymerase.	RNA Biol	2016
37717	-	-	-	-
10103	-	-	-	-
32388	-	-	-	-
21918	-	-	-	-
51010	26746239	Flagellar pocket restructuring through the Leishmania life cycle involves a discrete flagellum attachment zone.	J Cell Sci	2016
51010	26540076	Form, Fabric, and Function of a Flagellum-Associated Cytoskeletal Structure.	Cells	2015
13749	-	-	-	-
4034	-	-	-	-
17451	26984294	Divergent polo box domains underpin the unique kinetoplastid kinetochore.	Open Biol	2016
5275	24651488	Proteins associated with SF3a60 in T. brucei.	PLoS One	2014
500	-	-	-	-
28972	-	-	-	-
45643	-	-	-	-
39690	-	-	-	-
11503	-	-	-	-
10146	-	-	-	-
18372	-	-	-	-
12146	-	-	-	-
29101	26910529	Quantitative Proteomics Uncovers Novel Factors Involved in Developmental Differentiation of Trypanosoma brucei.	PLoS Pathog	2016
35106	-	-	-	-
13399	-	-	-	-
39027	-	-	-	-
27619	-	-	-	-
38597	24438230	The emerging role of RNA-binding proteins in the life cycle of Trypanosoma brucei.	Cell Microbiol	2014
38597	19714224	Trypanosoma brucei PUF9 regulates mRNAs for proteins involved in replicative processes over the cell cycle.	PLoS Pathog	2009
38597	29240831	Comparative transcriptome profiling of virulent and non-virulent Trypanosoma cruzi underlines the role of surface proteins during infection.	PLoS Pathog	2017
38597	28002435	Transcriptome Profiling of Trypanosoma brucei Development in the Tsetse Fly Vector Glossina morsitans.	PLoS One	2016
4168	-	-	-	-
17832	-	-	-	-
6836	-	-	-	-
48697	-	-	-	-
13425	-	-	-	-
31612	18039372	The TriTryp phosphatome: analysis of the protein phosphatase catalytic domains.	BMC Genomics	2007
48546	-	-	-	-
19450	-	-	-	-
26840	-	-	-	-
28479	-	-	-	-
50415	18545648	Identification of a novel chromosomal passenger complex and its unique localization during cytokinesis in Trypanosoma brucei.	PLoS One	2008
11329	27168148	TAC102 Is a Novel Component of the Mitochondrial Genome Segregation Machinery in Trypanosomes.	PLoS Pathog	2016
11329	30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes.	mSphere	2018
11329	23382545	Iron uptake controls the generation of Leishmania infective forms through regulation of ROS levels.	J Exp Med	2013
26193	-	-	-	-
1251	-	-	-	-
28862	-	-	-	-
20614	-	-	-	-
3994	-	-	-	-
34738	-	-	-	-
11443	-	-	-	-
11410	-	-	-	-
4473	-	-	-	-
45318	-	-	-	-
43145	-	-	-	-
19517	-	-	-	-
30300	-	-	-	-
7093	-	-	-	-
50756	-	-	-	-
2170	-	-	-	-
2982	27046031	Transcriptome Remodeling in Trypanosoma cruzi and Human Cells during Intracellular Infection.	PLoS Pathog	2016
35838	28121493	ATP-driven and AMPK-independent autophagy in an early branching eukaryotic parasite.	Autophagy	2017
35838	29042480	Prediction of Protein Complexes in Trypanosoma brucei by Protein Correlation Profiling Mass Spectrometry and Machine Learning.	Mol Cell Proteomics	2017
35838	27732844	The AMPKα1 Pathway Positively Regulates the Developmental Transition from Proliferation to Quiescence in Trypanosoma brucei.	Cell Rep	2016
47625	-	-	-	-
7304	-	-	-	-
39321	-	-	-	-
21526	-	-	-	-
41615	-	-	-	-
1219	-	-	-	-
49707	-	-	-	-
13847	-	-	-	-
42561	-	-	-	-
26140	23592996	Post-transcriptional regulation of the trypanosome heat shock response by a zinc finger protein.	PLoS Pathog	2013
26140	24470144	Trypanosome MKT1 and the RNA-binding protein ZC3H11: interactions and potential roles in post-transcriptional regulatory networks.	Nucleic Acids Res	2014
26140	27371955	Species- and Strain-Specific Adaptation of the HSP70 Super Family in Pathogenic Trypanosomatids.	Genome Biol Evol	2016
33507	-	-	-	-
19897	-	-	-	-
49263	27685262	Specific Endocytosis Blockade of Trypanosoma cruzi Exposed to a Poly-LAcNAc Binding Lectin Suggests that Lectin-Sugar Interactions Participate to Receptor-Mediated Endocytosis.	PLoS One	2016
7610	-	-	-	-
36128	-	-	-	-
3426	-	-	-	-
14486	-	-	-	-
17313	-	-	-	-
37375	-	-	-	-
14236	26909872	The Glycerol-3-Phosphate Acyltransferase TbGAT is Dispensable for Viability and the Synthesis of Glycerolipids in Trypanosoma brucei.	J Eukaryot Microbiol	2016
14236	19748930	The evolution of amastin surface glycoproteins in trypanosomatid parasites.	Mol Biol Evol	2010
14236	24358884	Proteins and lipids of glycosomal membranes from Leishmania tarentolae and Trypanosoma brucei.	F1000Res	2013
14236	28715456	The Trypanosoma brucei dihydroxyacetonephosphate acyltransferase TbDAT is dispensable for normal growth but important for synthesis of ether glycerophospholipids.	PLoS One	2017
14127	-	-	-	-
20078	-	-	-	-
11897	-	-	-	-
18577	-	-	-	-
1078	-	-	-	-
27181	27502971	Conservation and divergence within the clathrin interactome of Trypanosoma cruzi.	Sci Rep	2016
27181	28386020	Evolution of the endomembrane systems of trypanosomatids - conservation and specialisation.	J Cell Sci	2017
23436	-	-	-	-
18816	26727667	The polyadenylation complex of Trypanosoma brucei: Characterization of the functional poly(A) polymerase.	RNA Biol	2016
27660	-	-	-	-
50312	-	-	-	-
29942	22408251	Protein translocase of mitochondrial inner membrane in Trypanosoma brucei.	J Biol Chem	2012
20757	-	-	-	-
38708	-	-	-	-
37781	-	-	-	-
42112	-	-	-	-
46755	-	-	-	-
2243	-	-	-	-
28247	-	-	-	-
40931	-	-	-	-
6504	-	-	-	-
11660	-	-	-	-
9991	22412905	Identification of ORC1/CDC6-interacting factors in Trypanosoma brucei reveals critical features of origin recognition complex architecture.	PLoS One	2012
9991	26951375	Diverged composition and regulation of the Trypanosoma brucei origin recognition complex that mediates DNA replication initiation.	Nucleic Acids Res	2016
2291	-	-	-	-
40630	-	-	-	-
4639	-	-	-	-
36096	-	-	-	-
4255	-	-	-	-
25280	-	-	-	-
6958	-	-	-	-
19542	-	-	-	-
7802	-	-	-	-
10458	-	-	-	-
17422	-	-	-	-
6987	-	-	-	-
48111	-	-	-	-
27259	-	-	-	-
37558	26589870	Identification of a Golgi-localized UDP-N-acetylglucosamine transporter in Trypanosoma cruzi.	BMC Microbiol	2015
37558	23443657	Inhibition of nucleotide sugar transport in Trypanosoma brucei alters surface glycosylation.	J Biol Chem	2013
7092	-	-	-	-
10844	23382545	Iron uptake controls the generation of Leishmania infective forms through regulation of ROS levels.	J Exp Med	2013
25641	23035642	Comparative genomic analysis of human infective Trypanosoma cruzi lineages with the bat-restricted subspecies T. cruzi marinkellei.	BMC Genomics	2012
17792	-	-	-	-
22412	-	-	-	-
1222	-	-	-	-
38733	-	-	-	-
2324	26393539	Advancing Trypanosoma brucei genome annotation through ribosome profiling and spliced leader mapping.	Mol Biochem Parasitol	2015
8638	24470144	Trypanosome MKT1 and the RNA-binding protein ZC3H11: interactions and potential roles in post-transcriptional regulatory networks.	Nucleic Acids Res	2014
25888	-	-	-	-
13884	-	-	-	-
49160	-	-	-	-
28540	-	-	-	-
22269	-	-	-	-
43906	-	-	-	-
16392	-	-	-	-
36628	-	-	-	-
37457	-	-	-	-
12192	-	-	-	-
22213	-	-	-	-
7590	-	-	-	-
50907	-	-	-	-
45475	-	-	-	-
34466	-	-	-	-
23611	28142188	Phosphatidylserine synthase 2 and phosphatidylserine decarboxylase are essential for aminophospholipid synthesis in Trypanosoma brucei.	Mol Microbiol	2017
47606	25391020	The putative Leishmania telomerase RNA (LeishTER) undergoes trans-splicing and contains a conserved template sequence.	PLoS One	2014
50890	29346416	Decoding the network of Trypanosoma brucei proteins that determines sensitivity to apolipoprotein-L1.	PLoS Pathog	2018
34790	-	-	-	-
20768	-	-	-	-
34739	23650088	Trypanosoma brucei Tb927.2.6100 is an essential protein associated with kinetoplast DNA.	Eukaryot Cell	2013
28498	-	-	-	-
7544	-	-	-	-
16537	-	-	-	-
17988	-	-	-	-
38334	-	-	-	-
25728	-	-	-	-
22624	-	-	-	-
15011	-	-	-	-
19739	-	-	-	-
31453	29176965	Down Modulation of Host Immune Response by Amino Acid Repeats Present in a Trypanosoma cruzi Ribosomal Antigen.	Front Microbiol	2017
31453	28724725	Protein diversity in discrete structures at the distal tip of the trypanosome flagellum.	Proc Natl Acad Sci U S A	2017
36116	25568942	Genome and phylogenetic analyses of Trypanosoma evansi reveal extensive similarity to T. brucei and multiple independent origins for dyskinetoplasty.	PLoS Negl Trop Dis	2015
16227	-	-	-	-
50937	-	-	-	-
6300	-	-	-	-
35255	-	-	-	-
30524	21124824	A molecular mechanism for eflornithine resistance in African trypanosomes.	PLoS Pathog	2010
18737	-	-	-	-
612	-	-	-	-
20462	27852749	Quantitative Proteomic Analysis of Replicative and Nonreplicative Forms Reveals Important Insights into Chromatin Biology of Trypanosoma cruzi.	Mol Cell Proteomics	2017
16446	-	-	-	-
39061	-	-	-	-
15251	-	-	-	-
26251	-	-	-	-
26820	-	-	-	-
43687	-	-	-	-
7066	-	-	-	-
26344	-	-	-	-
14849	-	-	-	-
11335	29864162	Translational repression by an RNA-binding protein promotes differentiation to infective forms in Trypanosoma cruzi.	PLoS Pathog	2018
11335	30563898	Trypanosoma brucei PRMT1 Is a Nucleic Acid Binding Protein with a Role in Energy Metabolism and the Starvation Stress Response.	MBio	2018
7859	-	-	-	-
2082	-	-	-	-
4029	28091526	A disrupted transsulphuration pathway results in accumulation of redox metabolites and induction of gametocytogenesis in malaria.	Sci Rep	2017
42833	-	-	-	-
19176	-	-	-	-
12181	-	-	-	-
29068	-	-	-	-
40781	-	-	-	-
34091	-	-	-	-
14161	-	-	-	-
50408	-	-	-	-
43731	20824174	Functional genome annotation by combined analysis across microarray studies of Trypanosoma brucei.	PLoS Negl Trop Dis	2010
43731	28094338	Mitochondrial protein import - Functional analysis of the highly diverged Tom22 orthologue of Trypanosoma brucei.	Sci Rep	2017
43731	28002435	Transcriptome Profiling of Trypanosoma brucei Development in the Tsetse Fly Vector Glossina morsitans.	PLoS One	2016
43731	23067041	Proteome remodelling during development from blood to insect-form Trypanosoma brucei quantified by SILAC and mass spectrometry.	BMC Genomics	2012
43731	29925672	Divergent Small Tim Homologues Are Associated with TbTim17 and Critical for the Biogenesis of TbTim17 Protein Complexes in Trypanosoma brucei.	mSphere	2018
43731	24442674	Comparative ribosome profiling reveals extensive translational complexity in different Trypanosoma brucei life cycle stages.	Nucleic Acids Res	2014
1996	-	-	-	-
7003	-	-	-	-
30135	-	-	-	-
12588	-	-	-	-
13070	-	-	-	-
39180	-	-	-	-
42116	-	-	-	-
37020	-	-	-	-
27402	-	-	-	-
4397	-	-	-	-
5870	25940618	Arginine methylation of DRBD18 differentially impacts its opposing effects on the trypanosome transcriptome.	Nucleic Acids Res	2015
45127	-	-	-	-
6692	19346560	The phosphoproteome of bloodstream form Trypanosoma brucei, causative agent of African sleeping sickness.	Mol Cell Proteomics	2009
50237	-	-	-	-
35994	-	-	-	-
23419	-	-	-	-
34725	-	-	-	-
38088	-	-	-	-
38971	-	-	-	-
26858	26481451	Genome-wide mapping reveals single-origin chromosome replication in Leishmania, a eukaryotic microbe.	Genome Biol	2015
26858	21474072	Pentatricopeptide repeat proteins stimulate mRNA adenylation/uridylation to activate mitochondrial translation in trypanosomes.	Mol Cell	2011
26858	23650088	Trypanosoma brucei Tb927.2.6100 is an essential protein associated with kinetoplast DNA.	Eukaryot Cell	2013
26858	19105172	A comprehensive analysis of Trypanosoma brucei mitochondrial proteome.	Proteomics	2009
26858	18364347	Trypanosoma brucei mitochondrial ribosomes: affinity purification and component identification by mass spectrometry.	Mol Cell Proteomics	2008
26858	23382545	Iron uptake controls the generation of Leishmania infective forms through regulation of ROS levels.	J Exp Med	2013
18965	-	-	-	-
26912	-	-	-	-
41447	-	-	-	-
26668	-	-	-	-
34983	-	-	-	-
2332	-	-	-	-
40088	-	-	-	-
34986	26481451	Genome-wide mapping reveals single-origin chromosome replication in Leishmania, a eukaryotic microbe.	Genome Biol	2015
23966	-	-	-	-
240	-	-	-	-
14268	-	-	-	-
7603	-	-	-	-
40419	-	-	-	-
24768	-	-	-	-
5263	-	-	-	-
39489	-	-	-	-
32331	-	-	-	-
7044	23264646	Divergence of Erv1-associated mitochondrial import and export pathways in trypanosomes and anaerobic protists.	Eukaryot Cell	2013
7044	29925672	Divergent Small Tim Homologues Are Associated with TbTim17 and Critical for the Biogenesis of TbTim17 Protein Complexes in Trypanosoma brucei.	mSphere	2018
7044	19834910	Protein composition of Trypanosoma brucei mitochondrial membranes.	Proteomics	2009
27925	-	-	-	-
10656	-	-	-	-
10332	-	-	-	-
156	-	-	-	-
40154	-	-	-	-
13449	-	-	-	-
10205	-	-	-	-
29813	-	-	-	-
3802	26483558	Molecular control of irreversible bistability during trypanosome developmental commitment.	J Cell Biol	2015
